fiscal_year,fund,department,class_id,class,minor_class_id,minor_class,total
2016,Water Operating Fund,Office of Innovation & Technology,1,Personal Services,101,Perm Full Time-civilian,$6146689.00
2016,Water Operating Fund,Office of Innovation & Technology,1,Personal Services,161,Overtime Civilian,$60600.00
2016,Water Operating Fund,Office of Innovation & Technology,2,Purchase of Services,209,Telephone,$1348670.00
2016,Water Operating Fund,Office of Innovation & Technology,2,Purchase of Services,216,Commercial Off-shelf Comp Software,$2940278.00
2016,Water Operating Fund,Office of Innovation & Technology,2,Purchase of Services,251,Information Technology-prof Service,$9359295.00
2016,Water Operating Fund,Office of Innovation & Technology,2,Purchase of Services,255,Dues,$4078.00
2016,Water Operating Fund,Office of Innovation & Technology,2,Purchase of Services,260,Repair and Maintenance Charges,$64565.00
2016,Water Operating Fund,Office of Innovation & Technology,2,Purchase of Services,266,Maint/support-computr Hardware/soft,$661773.00
2016,Water Operating Fund,Office of Innovation & Technology,2,Purchase of Services,282,Rent/lease-purchase Computer Equip,$191700.00
2016,Water Operating Fund,Office of Innovation & Technology,2,Purchase of Services,285,Rents,$136138.00
2016,Water Operating Fund,Office of Innovation & Technology,3,Materials and Supplies,320,Office Materials and Supplies,$47000.00
2016,Water Operating Fund,Office of Innovation & Technology,3,Materials and Supplies,325,Printing,$169200.00
2016,Water Operating Fund,Office of Innovation & Technology,4,Equipment,427,Computer Equipment & Peripherals,$1808950.00
2016,Water Operating Fund,Public Property,2,Purchase of Services,284,Ground and Building Rental,$4042633.00
2016,Water Operating Fund,Fleet Management,1,Personal Services,101,Perm Full Time-civilian,$2439875.00
2016,Water Operating Fund,Fleet Management,1,Personal Services,121,Temporary Seasonal,$40624.00
2016,Water Operating Fund,Fleet Management,1,Personal Services,161,Overtime Civilian,$466524.00
2016,Water Operating Fund,Fleet Management,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",$11014.00
2016,Water Operating Fund,Fleet Management,1,Personal Services,181,Shift,$11280.00
2016,Water Operating Fund,Fleet Management,2,Purchase of Services,201,Cleaning and Laundering,$6000.00
2016,Water Operating Fund,Fleet Management,2,Purchase of Services,202,Janitorial Services,$56000.00
2016,Water Operating Fund,Fleet Management,2,Purchase of Services,210,Postage,$1000.00
2016,Water Operating Fund,Fleet Management,2,Purchase of Services,211,Transportation,$1000.00
2016,Water Operating Fund,Fleet Management,2,Purchase of Services,215,Licenses Permits Inspection Charges,$10000.00
2016,Water Operating Fund,Fleet Management,2,Purchase of Services,250,Professional Consult/spec Services,$30000.00
2016,Water Operating Fund,Fleet Management,2,Purchase of Services,255,Dues,$500.00
2016,Water Operating Fund,Fleet Management,2,Purchase of Services,256,Seminar and Training Sessions,$3000.00
2016,Water Operating Fund,Fleet Management,2,Purchase of Services,260,Repair and Maintenance Charges,$1239500.00
2016,Water Operating Fund,Fleet Management,2,Purchase of Services,280,Insurance and Official Bonds,$8000.00
2016,Water Operating Fund,Fleet Management,2,Purchase of Services,285,Rents,$10000.00
2016,Water Operating Fund,Fleet Management,2,Purchase of Services,286,Rental of Parking Spaces,$124000.00
2016,Water Operating Fund,Fleet Management,3,Materials and Supplies,304,Books and Other Publications,$3000.00
2016,Water Operating Fund,Fleet Management,3,Materials and Supplies,305,Building and Construction,$40000.00
2016,Water Operating Fund,Fleet Management,3,Materials and Supplies,307,Chemicals and Gases,$24000.00
2016,Water Operating Fund,Fleet Management,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,$7500.00
2016,Water Operating Fund,Fleet Management,3,Materials and Supplies,310,Electrical and Communication,$4000.00
2016,Water Operating Fund,Fleet Management,3,Materials and Supplies,311,General Equipment and Machinery,$5000.00
2016,Water Operating Fund,Fleet Management,3,Materials and Supplies,312,Fire Fighting and Safety,$10000.00
2016,Water Operating Fund,Fleet Management,3,Materials and Supplies,313,Food,$500.00
2016,Water Operating Fund,Fleet Management,3,Materials and Supplies,316,General Hardware and Minor Tools,$8000.00
2016,Water Operating Fund,Fleet Management,3,Materials and Supplies,317,Hospital and Laboratory,$2000.00
2016,Water Operating Fund,Fleet Management,3,Materials and Supplies,318,"Janitorial, Laundry and Household",$3000.00
2016,Water Operating Fund,Fleet Management,3,Materials and Supplies,320,Office Materials and Supplies,$2000.00
2016,Water Operating Fund,Fleet Management,3,Materials and Supplies,322,Small Power Tools and Hand Tools,$32000.00
2016,Water Operating Fund,Fleet Management,3,Materials and Supplies,324,"Precision, Photographic and Artists",$500.00
2016,Water Operating Fund,Fleet Management,3,Materials and Supplies,325,Printing,$2000.00
2016,Water Operating Fund,Fleet Management,3,Materials and Supplies,328,Motor Vehicle Parts and Accessories,$2042050.00
2016,Water Operating Fund,Fleet Management,3,Materials and Supplies,335,Lubricants,$109090.00
2016,Water Operating Fund,Fleet Management,3,Materials and Supplies,340,#2 Diesel Fuel,$1050000.00
2016,Water Operating Fund,Fleet Management,3,Materials and Supplies,345,Gasoline,$870000.00
2016,Water Operating Fund,Fleet Management,4,Equipment,411,General Equipment and Machinery,$30000.00
2016,Water Operating Fund,Fleet Management,4,Equipment,420,Office Equipment,$8000.00
2016,Water Operating Fund,Fleet Management,4,Equipment,423,Plumbing/air Conditioning/space Htg,$3000.00
2016,Water Operating Fund,Fleet Management,4,Equipment,427,Computer Equipment & Peripherals,$12500.00
2016,Water Operating Fund,Fleet Management,4,Equipment,430,Furniture and Furnishings,$6500.00
2016,Water Operating Fund,Water,1,Personal Services,100,Salary Control,$1367000.00
2016,Water Operating Fund,Water,1,Personal Services,101,Perm Full Time-civilian,$85745570.00
2016,Water Operating Fund,Water,1,Personal Services,111,Perm Part Time,$30030.00
2016,Water Operating Fund,Water,1,Personal Services,121,Temporary Seasonal,$1830500.00
2016,Water Operating Fund,Water,1,Personal Services,161,Overtime Civilian,$13171100.00
2016,Water Operating Fund,Water,1,Personal Services,162,Overtime Shift Dual Relief,$26000.00
2016,Water Operating Fund,Water,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",$531000.00
2016,Water Operating Fund,Water,1,Personal Services,181,Shift,$260400.00
2016,Water Operating Fund,Water,2,Purchase of Services,201,Cleaning and Laundering,$61000.00
2016,Water Operating Fund,Water,2,Purchase of Services,202,Janitorial Services,$108000.00
2016,Water Operating Fund,Water,2,Purchase of Services,205,Refuse/garbage/silt/sludge Removal,$3260900.00
2016,Water Operating Fund,Water,2,Purchase of Services,210,Postage,$222000.00
2016,Water Operating Fund,Water,2,Purchase of Services,211,Transportation,$133200.00
2016,Water Operating Fund,Water,2,Purchase of Services,215,Licenses Permits Inspection Charges,$203600.00
2016,Water Operating Fund,Water,2,Purchase of Services,216,Commercial Off-shelf Comp Software,$313000.00
2016,Water Operating Fund,Water,2,Purchase of Services,220,Electric Current-structures/streets,$27845000.00
2016,Water Operating Fund,Water,2,Purchase of Services,221,Gas Services,$5692000.00
2016,Water Operating Fund,Water,2,Purchase of Services,230,Meals-non-travel & Officl Entertain,$8000.00
2016,Water Operating Fund,Water,2,Purchase of Services,240,Advertising/promotional Activities,$308500.00
2016,Water Operating Fund,Water,2,Purchase of Services,250,Professional Consult/spec Services,$55327700.00
2016,Water Operating Fund,Water,2,Purchase of Services,251,Information Technology-prof Service,$200000.00
2016,Water Operating Fund,Water,2,Purchase of Services,253,Legal Services,$475000.00
2016,Water Operating Fund,Water,2,Purchase of Services,255,Dues,$727300.00
2016,Water Operating Fund,Water,2,Purchase of Services,256,Seminar and Training Sessions,$768700.00
2016,Water Operating Fund,Water,2,Purchase of Services,257,Architectural & Engineering Srvcs,$2265000.00
2016,Water Operating Fund,Water,2,Purchase of Services,258,Court Reporters,$60000.00
2016,Water Operating Fund,Water,2,Purchase of Services,259,Arbitration Fees,$500000.00
2016,Water Operating Fund,Water,2,Purchase of Services,260,Repair and Maintenance Charges,$10249000.00
2016,Water Operating Fund,Water,2,Purchase of Services,261,Repaving Repairing & Resurf Streets,$2413000.00
2016,Water Operating Fund,Water,2,Purchase of Services,264,Abatement of Other Nuisances,$8755000.00
2016,Water Operating Fund,Water,2,Purchase of Services,266,Maint/support-computr Hardware/soft,$372000.00
2016,Water Operating Fund,Water,2,Purchase of Services,280,Insurance and Official Bonds,$160000.00
2016,Water Operating Fund,Water,2,Purchase of Services,281,Lease Payments-phila Municipal Auth,$30076000.00
2016,Water Operating Fund,Water,2,Purchase of Services,285,Rents,$1141300.00
2016,Water Operating Fund,Water,3,Materials and Supplies,301,Agricultural and Botanical,$124200.00
2016,Water Operating Fund,Water,3,Materials and Supplies,304,Books and Other Publications,$84300.00
2016,Water Operating Fund,Water,3,Materials and Supplies,305,Building and Construction,$2522518.00
2016,Water Operating Fund,Water,3,Materials and Supplies,307,Chemicals and Gases,$22640807.00
2016,Water Operating Fund,Water,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,$368700.00
2016,Water Operating Fund,Water,3,Materials and Supplies,309,Cordage and Fibers,$6000.00
2016,Water Operating Fund,Water,3,Materials and Supplies,310,Electrical and Communication,$1888600.00
2016,Water Operating Fund,Water,3,Materials and Supplies,311,General Equipment and Machinery,$4387900.00
2016,Water Operating Fund,Water,3,Materials and Supplies,312,Fire Fighting and Safety,$1711200.00
2016,Water Operating Fund,Water,3,Materials and Supplies,314,Fuel -- Heating and Lighting,$261900.00
2016,Water Operating Fund,Water,3,Materials and Supplies,316,General Hardware and Minor Tools,$581500.00
2016,Water Operating Fund,Water,3,Materials and Supplies,317,Hospital and Laboratory,$681500.00
2016,Water Operating Fund,Water,3,Materials and Supplies,318,"Janitorial, Laundry and Household",$281514.00
2016,Water Operating Fund,Water,3,Materials and Supplies,319,Nautical and Aeronautical,$46000.00
2016,Water Operating Fund,Water,3,Materials and Supplies,320,Office Materials and Supplies,$382700.00
2016,Water Operating Fund,Water,3,Materials and Supplies,321,Parking Meter and Water Meter,$402000.00
2016,Water Operating Fund,Water,3,Materials and Supplies,322,Small Power Tools and Hand Tools,$476220.00
2016,Water Operating Fund,Water,3,Materials and Supplies,323,Plumbing/air Conditioning/space Htg,$3672750.00
2016,Water Operating Fund,Water,3,Materials and Supplies,324,"Precision, Photographic and Artists",$2039641.00
2016,Water Operating Fund,Water,3,Materials and Supplies,325,Printing,$556100.00
2016,Water Operating Fund,Water,3,Materials and Supplies,326,Recreational and Educational,$5000.00
2016,Water Operating Fund,Water,3,Materials and Supplies,328,Motor Vehicle Parts and Accessories,$82900.00
2016,Water Operating Fund,Water,3,Materials and Supplies,335,Lubricants,$92000.00
2016,Water Operating Fund,Water,3,Materials and Supplies,340,#2 Diesel Fuel,$369000.00
2016,Water Operating Fund,Water,3,Materials and Supplies,342,Liquid Propane Gas (lpg),$46900.00
2016,Water Operating Fund,Water,3,Materials and Supplies,345,Gasoline,$350000.00
2016,Water Operating Fund,Water,4,Equipment,401,Agricultural and Botanical,$8000.00
2016,Water Operating Fund,Water,4,Equipment,403,"Bakeshop, Dining Room and Kitchen",$9000.00
2016,Water Operating Fund,Water,4,Equipment,405,"Construction, Dredging, Conveying",$5000.00
2016,Water Operating Fund,Water,4,Equipment,410,Electrical Lighting Communication,$247400.00
2016,Water Operating Fund,Water,4,Equipment,411,General Equipment and Machinery,$565150.00
2016,Water Operating Fund,Water,4,Equipment,412,Fire Fighting and Emergency,$90100.00
2016,Water Operating Fund,Water,4,Equipment,417,Hospital and Laboratory,$744800.00
2016,Water Operating Fund,Water,4,Equipment,418,Janitorial and Laundry,$38000.00
2016,Water Operating Fund,Water,4,Equipment,420,Office Equipment,$27500.00
2016,Water Operating Fund,Water,4,Equipment,423,Plumbing/air Conditioning/space Htg,$95100.00
2016,Water Operating Fund,Water,4,Equipment,424,"Precision, Photographic and Artist",$220400.00
2016,Water Operating Fund,Water,4,Equipment,427,Computer Equipment & Peripherals,$482000.00
2016,Water Operating Fund,Water,4,Equipment,430,Furniture and Furnishings,$833900.00
